longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity_encode,median_house_value,ocean_proximity
-121.46,38.56,52,907,438,479,177,2.2125,4,104000,INLAND
-121.46,38.55,52,3126,438,1789,558,1.7616,4,84100,INLAND
-121.46,38.55,52,2094,438,1364,407,1.2235,4,68500,INLAND
-121.47,38.55,48,1091,438,926,336,1.1458,4,65400,INLAND
-121.47,38.56,52,1532,438,782,369,1.8911,4,85900,INLAND
-121.47,38.56,51,2083,438,874,524,2.0221,4,95800,INLAND
-121.47,38.56,44,1986,438,1044,490,1.7328,4,88100,INLAND
-121.48,38.56,44,1151,438,518,258,2.0089,4,113600,INLAND
-121.48,38.56,46,1476,438,688,353,2.7316,4,134700,INLAND
-121.48,38.57,38,1145,438,596,288,1.78,4,114300,INLAND
-121.49,38.56,42,900,438,506,231,1.2813,4,87500,INLAND
-121.49,38.56,35,1521,438,987,455,1.9013,4,86900,INLAND
-121.49,38.57,51,1492,438,736,365,1.7155,4,108800,INLAND
-121.5,38.57,41,1124,438,807,316,1.4712,4,94600,INLAND
-121.5,38.57,44,1375,438,766,321,2.1719,4,87500,INLAND
-121.51,38.57,36,613,438,425,147,2.2031,4,93800,INLAND
-121.5,38.57,45,858,438,510,200,1.0114,4,80000,INLAND
-121.5,38.56,46,2646,438,1684,616,1.128,4,123100,INLAND
-121.51,38.56,43,1048,438,1320,294,1.0649,4,137500,INLAND
-121.51,38.55,45,3032,438,1341,597,2.8417,4,137900,INLAND
-121.51,38.55,46,1485,438,531,291,2.7885,4,137200,INLAND
-121.49,38.56,52,1844,438,667,353,3.0033,4,103500,INLAND
-121.49,38.55,52,2515,438,836,442,3.3844,4,151100,INLAND
-121.5,38.55,52,2784,438,957,448,5.6402,4,209800,INLAND
-121.49,38.56,52,1777,438,624,350,3.6729,4,137800,INLAND
-121.49,38.54,47,2313,438,779,442,2.5639,4,123000,INLAND
-121.5,38.54,52,1145,438,334,138,8.338,4,405800,INLAND
-121.49,38.55,51,4280,438,1486,621,5.0359,4,224100,INLAND
-121.5,38.55,49,4094,438,1363,659,5.2362,4,236800,INLAND
-121.5,38.54,44,1167,438,452,209,3.7344,4,179800,INLAND
-121.48,38.55,52,2508,438,832,345,7.1035,4,228700,INLAND
-121.48,38.55,52,2037,438,811,375,4.3929,4,162500,INLAND
-121.48,38.56,50,1587,438,877,380,2.0833,4,94300,INLAND
-121.48,38.55,52,1684,438,675,296,4.1467,4,175000,INLAND
-121.48,38.55,52,2216,438,714,327,4.8603,4,191900,INLAND
-121.48,38.56,52,814,438,327,181,2.8542,4,125000,INLAND
-121.47,38.55,48,968,438,706,274,0.9948,4,65400,INLAND
-121.47,38.55,29,1303,438,861,263,1.0208,4,55800,INLAND
-121.47,38.54,47,2085,438,1346,402,1.2679,4,56700,INLAND
-121.47,38.55,24,979,438,546,291,1.186,4,67000,INLAND
-121.47,38.55,52,1384,438,561,244,2.0242,4,94600,INLAND
-121.45,38.54,47,1159,438,810,244,2.7787,4,56000,INLAND
-121.45,38.54,41,1278,438,839,280,1.4702,4,58300,INLAND
-121.46,38.54,48,1001,438,605,175,1.8333,4,58200,INLAND
-121.46,38.55,40,2077,438,1454,385,2.0074,4,57000,INLAND
-121.42,38.54,29,1407,438,556,235,3.0521,4,108000,INLAND
-121.43,38.54,43,2084,438,912,410,2.9769,4,92700,INLAND
-121.43,38.54,44,1879,438,791,345,3.15,4,101500,INLAND
-121.44,38.54,44,2570,438,1145,503,2.5694,4,92400,INLAND
-121.45,38.54,48,3421,438,1441,727,1.9485,4,86600,INLAND
-121.42,38.54,18,2525,438,1726,468,2.398,4,87600,INLAND
-121.42,38.54,29,2358,438,1071,470,2.925,4,94300,INLAND
-121.43,38.54,42,3321,438,1346,658,2.4618,4,101300,INLAND
-121.44,38.54,39,2855,438,1217,562,3.2404,4,93600,INLAND
-121.44,38.54,47,2518,438,1308,471,2.5389,4,75700,INLAND
-121.41,38.53,35,2061,438,1110,342,3.1944,4,79000,INLAND
-121.41,38.53,37,1058,438,588,231,2.9737,4,72100,INLAND
-121.42,38.53,37,1958,438,1171,366,2.8298,4,71200,INLAND
-121.42,38.53,36,1581,438,832,291,3.4083,4,71800,INLAND
-121.43,38.53,36,1488,438,846,279,3.1208,4,82700,INLAND
-121.43,38.53,36,2430,438,1199,437,3.1667,4,81900,INLAND
-121.44,38.53,37,1951,438,1089,411,2.3272,4,80600,INLAND
-121.41,38.52,25,3087,438,2529,708,1.8689,4,66800,INLAND
-121.42,38.51,21,3249,438,2611,663,1.9423,4,87800,INLAND
-121.42,38.52,32,2828,438,1655,485,2.5574,4,72600,INLAND
-121.43,38.52,43,2089,438,955,385,2.5898,4,72100,INLAND
-121.43,38.52,30,3657,438,2925,899,1.3927,4,78300,INLAND
-121.44,38.52,38,2080,438,995,380,2.7697,4,76600,INLAND
-121.5,38.53,39,3184,438,1188,572,4.6923,4,192000,INLAND
-121.5,38.53,37,3642,438,1508,657,3.5231,4,114300,INLAND
-121.51,38.53,34,1613,438,631,266,4.25,4,191900,INLAND
-121.51,38.53,36,2603,438,966,419,5.3135,4,216600,INLAND
-121.5,38.52,37,2008,438,1261,427,2.2574,4,59100,INLAND
-121.51,38.51,33,2918,438,1085,427,5.5208,4,171300,INLAND
-121.51,38.51,31,1595,438,542,236,6.6112,4,251600,INLAND
-121.51,38.52,30,3236,438,1167,569,4.0972,4,181400,INLAND
-121.48,38.53,38,1451,438,786,340,2.3487,4,101600,INLAND
-121.49,38.53,40,2966,438,1225,505,3.125,4,130600,INLAND
-121.49,38.54,37,1655,438,841,355,1.6932,4,78400,INLAND
-121.48,38.53,43,1378,438,708,280,2.3542,4,103900,INLAND
-121.48,38.52,36,1824,438,906,356,2.9911,4,96400,INLAND
-121.49,38.52,37,1902,438,955,384,3.1014,4,96800,INLAND
-121.49,38.53,42,1468,438,571,271,3.3906,4,124200,INLAND
-121.48,38.54,41,3364,438,1841,626,2.1975,4,73500,INLAND
-121.48,38.53,37,1704,438,902,356,1.9837,4,62300,INLAND
-121.47,38.54,36,2099,438,1845,483,1.4138,4,52500,INLAND
-121.47,38.53,43,3215,438,2400,625,1.4625,4,54400,INLAND
-121.47,38.53,44,543,438,506,125,1.3646,4,65400,INLAND
-121.49,38.51,18,700,438,260,128,2.9219,4,152900,INLAND
-121.49,38.5,32,2364,438,1331,449,3.319,4,84500,INLAND
-121.49,38.5,30,1715,438,842,263,3.0313,4,87900,INLAND
-121.5,38.5,29,2049,438,787,309,3.7414,4,98500,INLAND
-121.49,38.51,30,3166,438,1857,579,3.1768,4,79500,INLAND
-121.51,38.54,34,2815,438,1075,471,3.9792,4,164800,INLAND
-121.52,38.53,31,3089,438,1366,561,4.2885,4,160300,INLAND
-121.52,38.53,30,3377,438,1289,594,3.5737,4,171200,INLAND
-121.52,38.51,23,6876,438,2942,1386,3.0963,4,156900,INLAND
-121.51,38.49,21,4426,438,1856,761,4.1,4,158300,INLAND
-121.51,38.5,25,4719,438,1857,739,5.0371,4,180200,INLAND
-121.55,38.51,14,5490,438,2415,837,6.5253,4,216800,INLAND
-121.55,38.5,9,4868,438,2036,750,5.7621,4,204600,INLAND
-121.54,38.5,15,6093,438,2415,997,4.2075,4,183600,INLAND
-121.54,38.51,17,8482,438,3362,1513,4.2216,4,217900,INLAND
-121.53,38.5,17,3087,438,1365,495,6.4667,4,216800,INLAND
-121.53,38.51,20,6132,438,2595,1174,3.1607,4,178900,INLAND
-121.52,38.5,19,4900,438,2519,855,4.8497,4,184400,INLAND
-121.53,38.48,5,27870,438,11935,4855,4.8811,4,212200,INLAND
-121.52,38.49,5,3344,438,1341,670,3.6196,4,152800,INLAND
-121.54,38.49,6,9104,438,3759,1481,5.1442,4,174500,INLAND
-121.48,38.52,34,2561,438,1583,530,3.1583,4,95800,INLAND
-121.48,38.51,24,979,438,723,205,2.5926,4,72300,INLAND
-121.48,38.5,23,2679,438,1740,659,1.3679,4,70300,INLAND
-121.49,38.49,26,1557,438,986,300,2.6613,4,77700,INLAND
-121.5,38.49,29,3606,438,2317,696,2.7368,4,78200,INLAND
-121.5,38.49,32,4013,438,2032,675,3.3689,4,83400,INLAND
-121.48,38.49,26,3165,438,2447,752,1.5908,4,78600,INLAND
-121.49,38.49,26,4629,438,2902,816,2.735,4,74600,INLAND
-121.47,38.49,17,3595,438,2760,770,2.3233,4,78800,INLAND
-121.47,38.48,25,2969,438,1745,487,2.6382,4,76200,INLAND
-121.49,38.47,26,6121,438,4224,1105,2.3496,4,68000,INLAND
-121.47,38.48,24,2359,438,2048,476,3.2702,4,67300,INLAND
-121.45,38.54,38,1865,438,1052,354,1.7891,4,60500,INLAND
-121.45,38.53,38,1746,438,1142,315,1.7714,4,69900,INLAND
-121.45,38.53,34,1893,438,884,395,2.1679,4,75400,INLAND
-121.45,38.53,34,1717,438,848,306,2.4741,4,87000,INLAND
-121.46,38.54,39,1453,438,843,281,1.7692,4,63900,INLAND
-121.46,38.53,37,2745,438,1607,556,1.8007,4,65400,INLAND
-121.46,38.54,36,1825,438,1226,391,1.5292,4,55700,INLAND
-121.47,38.52,26,2177,438,1971,560,1.2575,4,66800,INLAND
-121.46,38.51,18,2123,438,1576,599,1.5735,4,110000,INLAND
-121.45,38.5,25,3033,438,1559,627,2.7101,4,99500,INLAND
-121.47,38.5,17,1895,438,620,417,1.7188,4,137500,INLAND
-121.47,38.51,52,20,438,74,9,3.625,4,80000,INLAND
-121.47,38.52,42,2316,438,1597,522,1.8205,4,60400,INLAND
-121.44,38.52,36,3446,438,2460,847,1.6521,4,69700,INLAND
-121.45,38.51,29,4221,438,2294,850,2.2245,4,75900,INLAND
-121.45,38.52,37,1705,438,827,326,2.6288,4,71200,INLAND
-121.45,38.52,37,1477,438,888,312,2.5592,4,70300,INLAND
-121.46,38.52,29,3873,438,2237,706,2.1736,4,72100,INLAND
-121.46,38.51,32,2437,438,1596,557,1.68,4,84100,INLAND
-121.46,38.52,34,1279,438,963,268,2.71,4,65600,INLAND
-121.44,38.51,27,7212,438,4828,1549,2.214,4,82400,INLAND
-121.44,38.5,27,2527,438,1089,415,4.088,4,96800,INLAND
-121.44,38.5,20,2033,438,1281,521,1.4007,4,97500,INLAND
-121.42,38.51,15,7901,438,4769,1418,2.8139,4,90400,INLAND
-121.42,38.5,24,7740,438,4333,1397,3.025,4,87900,INLAND
-121.46,38.49,15,10211,438,5656,1752,2.575,4,107900,INLAND
-121.45,38.49,34,3573,438,1540,620,3.5323,4,109800,INLAND
-121.44,38.49,31,4297,438,2083,771,3.3878,4,109300,INLAND
-121.45,38.48,28,2780,438,1638,533,2.9571,4,103100,INLAND
-121.43,38.48,12,4602,438,2299,860,3.0625,4,90500,INLAND
-121.44,38.48,12,4929,438,2621,870,2.7262,4,109800,INLAND
-121.45,38.48,24,1766,438,1028,372,3.5402,4,98700,INLAND
-121.46,38.48,8,3593,438,1710,530,3.5227,4,93100,INLAND
-121.42,38.49,17,13180,438,7235,2335,3.363,4,103000,INLAND
-121.42,38.48,13,7880,438,4749,1882,1.9657,4,116000,INLAND
-121.4,38.49,12,7290,438,3960,1248,3.5968,4,106300,INLAND
-121.38,38.49,11,8537,438,4224,1648,2.9647,4,108900,INLAND
-121.39,38.51,19,1808,438,758,320,2.0062,4,92000,INLAND
-121.42,38.56,21,2066,438,2548,734,1.3571,4,55000,INLAND
-121.39,38.56,19,8507,438,3517,1453,4.3644,4,137400,INLAND
-121.38,38.55,23,2790,438,1407,460,4.3288,4,133700,INLAND
-121.38,38.55,26,1532,438,781,285,4.6944,4,130900,INLAND
-121.39,38.55,25,2171,438,1053,422,3.5278,4,126200,INLAND
-121.39,38.55,18,1734,438,783,447,1.9044,4,154300,INLAND
-121.4,38.55,26,2697,438,1088,389,5,4,142500,INLAND
-121.41,38.55,14,2534,438,1495,583,1.9167,4,156300,INLAND
-121.4,38.55,19,2497,438,748,442,2.925,4,142400,INLAND
-121.4,38.53,38,152,438,65,35,0.9274,4,67500,INLAND
-121.48,38.59,43,987,438,1253,237,0.9204,4,82100,INLAND
-121.5,38.59,43,88,438,119,19,1.725,4,67500,INLAND
-121.44,38.6,16,2987,438,1240,755,2.8231,4,137500,INLAND
-121.41,38.56,17,7228,438,2455,1365,5.1385,4,179500,INLAND
-121.37,38.57,22,4899,438,1701,826,5.2449,4,387000,INLAND
-121.39,38.57,33,2648,438,863,359,8.4016,4,338700,INLAND
-121.4,38.57,25,2022,438,639,278,5.8416,4,297600,INLAND
-121.41,38.57,16,4429,438,1538,960,3.2443,4,190700,INLAND
-121.4,38.56,22,2623,438,838,368,7.143,4,327800,INLAND
-121.42,38.6,23,3713,438,2194,1018,1.7451,4,89600,INLAND
-121.42,38.6,35,1166,438,574,190,2.2452,4,102800,INLAND
-121.42,38.6,36,1327,438,613,230,3.8672,4,111400,INLAND
-121.43,38.61,33,2289,438,1100,503,2.1694,4,95700,INLAND
-121.44,38.61,34,172,438,149,55,2.6442,4,55000,INLAND
-121.41,38.61,36,3099,438,1322,623,3.4784,4,105500,INLAND
-121.41,38.6,16,5407,438,2523,1265,2.0471,4,104200,INLAND
-121.41,38.59,18,5527,438,2883,1305,2.6485,4,114500,INLAND
-121.41,38.59,17,12355,438,5692,3073,2.5245,4,99100,INLAND
-121.41,38.58,18,6955,438,2803,1740,3.089,4,141400,INLAND
-121.39,38.61,36,2396,438,1225,515,2.9559,4,136600,INLAND
-121.39,38.6,22,5773,438,2607,1250,2.5238,4,118800,INLAND
-121.4,38.61,37,1994,438,782,355,4.1488,4,136400,INLAND
-121.38,38.59,36,1239,438,764,222,3.0156,4,103000,INLAND
-121.39,38.59,33,2091,438,1053,470,2.2264,4,108100,INLAND
-121.39,38.59,34,1151,438,563,251,2.8,4,113600,INLAND
-121.4,38.59,25,2228,438,1130,481,2.5363,4,124600,INLAND
-121.4,38.59,18,2614,438,1181,616,2.0432,4,156800,INLAND
-121.38,38.59,36,2253,438,1018,426,3.2596,4,98700,INLAND
-121.39,38.58,36,2019,438,878,356,2.8462,4,93400,INLAND
-121.39,38.58,41,2577,438,913,339,6.3406,4,448300,INLAND
-121.37,38.6,35,3137,438,1312,549,3.788,4,136800,INLAND
-121.37,38.6,36,1119,438,414,150,5.8336,4,283300,INLAND
-121.38,38.6,36,1249,438,362,143,6.8469,4,446400,INLAND
-121.38,38.61,34,2888,438,1168,479,3.6053,4,148600,INLAND
-121.37,38.59,36,2523,438,927,398,3.5179,4,207800,INLAND
-121.37,38.58,37,2839,438,1006,400,7.3343,4,280400,INLAND
-121.38,38.58,38,2968,438,1176,454,5.0497,4,191700,INLAND
-121.38,38.59,38,1839,438,685,276,4.5313,4,189400,INLAND
-121.37,38.59,36,2388,438,838,356,4.775,4,194100,INLAND
-121.35,38.61,27,3900,438,1549,761,2.7788,4,115700,INLAND
-121.35,38.6,27,4314,438,1662,575,5.0997,4,170100,INLAND
-121.36,38.6,35,1930,438,805,338,4.4643,4,133000,INLAND
-121.36,38.6,36,1275,438,530,245,3.875,4,133600,INLAND
-121.36,38.61,35,2355,438,993,354,5.0492,4,144100,INLAND
-121.35,38.59,29,1285,438,460,206,5.3243,4,265700,INLAND
-121.36,38.59,32,3303,438,1185,436,5.0508,4,225700,INLAND
-121.36,38.58,25,3196,438,978,419,8.4699,4,344000,INLAND
-121.35,38.58,20,2992,438,1105,368,8.6572,4,320200,INLAND
-121.34,38.58,18,1631,438,599,228,7.8031,4,267200,INLAND
-121.34,38.59,23,2912,438,1132,410,5.9174,4,225900,INLAND
-121.34,38.59,22,3273,438,1151,463,8.05,4,380000,INLAND
-121.36,38.64,24,6540,438,2667,1031,5.5632,4,175200,INLAND
-121.36,38.63,28,6119,438,2631,934,4.875,4,146400,INLAND
-121.35,38.62,28,4175,438,2032,830,3.4299,4,164000,INLAND
-121.35,38.61,25,4916,438,2140,1136,2.5511,4,134100,INLAND
-121.36,38.61,37,2191,438,951,362,3.8882,4,159500,INLAND
-121.36,38.62,34,2447,438,1077,456,3.058,4,133000,INLAND
-121.36,38.63,30,2619,438,940,359,4.7283,4,164500,INLAND
-121.37,38.64,36,322,438,133,59,4.6111,4,139300,INLAND
-121.38,38.64,19,4563,438,2256,926,2.1472,4,143400,INLAND
-121.37,38.63,32,3658,438,1452,715,2.6623,4,120700,INLAND
-121.37,38.63,37,494,438,253,99,4.8194,4,141100,INLAND
-121.37,38.63,30,5996,438,2532,1049,4.6127,4,151800,INLAND
-121.37,38.62,27,1743,438,697,368,1.6678,4,166100,INLAND
-121.38,38.62,34,2352,438,1127,592,2.2,4,116500,INLAND
-121.38,38.62,41,774,438,356,150,3.5625,4,115300,INLAND
-121.37,38.62,43,1077,438,447,182,3.0139,4,115600,INLAND
-121.37,38.61,42,945,438,460,193,3.7569,4,127100,INLAND
-121.37,38.61,39,823,438,329,144,3.0833,4,114100,INLAND
-121.38,38.61,27,2375,438,863,452,3.0086,4,126900,INLAND
-121.39,38.63,30,2930,438,1661,668,2.7813,4,118900,INLAND
-121.39,38.63,34,1226,438,359,167,3.8068,4,150400,INLAND
-121.39,38.61,35,2024,438,786,364,2.4632,4,156900,INLAND
-121.39,38.62,27,5693,438,2334,1387,2.2844,4,170500,INLAND
-121.39,38.62,45,2696,438,1059,582,1.8176,4,160900,INLAND
-121.4,38.63,30,3626,438,1577,806,2.517,4,130400,INLAND
-121.4,38.63,31,1540,438,1079,444,1.8571,4,98700,INLAND
-121.4,38.62,28,3671,438,1733,820,2.2292,4,113200,INLAND
-121.4,38.61,33,3512,438,1515,782,1.9908,4,118800,INLAND
-121.41,38.62,21,3260,438,1735,736,2.5162,4,97500,INLAND
-121.42,38.62,33,3171,438,1591,695,2.0786,4,88600,INLAND
-121.42,38.61,34,1126,438,589,243,2.1776,4,84400,INLAND
-121.43,38.61,40,1134,438,675,249,1.3696,4,65200,INLAND
-121.42,38.62,41,1087,438,462,219,2.0224,4,64900,INLAND
-121.42,38.63,42,1385,438,740,274,2.6055,4,78000,INLAND
-121.43,38.63,43,1009,438,604,218,1.6641,4,67000,INLAND
-121.42,38.63,42,2217,438,1203,507,1.9412,4,73100,INLAND
-121.43,38.62,36,1765,438,1008,382,2.0639,4,73000,INLAND
-121.44,38.61,41,1404,438,765,330,1.8792,4,63300,INLAND
-121.41,38.64,41,1578,438,897,333,2.3214,4,66800,INLAND
-121.41,38.64,38,1384,438,682,280,1.9167,4,64400,INLAND
-121.42,38.64,42,1720,438,1069,362,1.8611,4,60500,INLAND
-121.42,38.64,44,1728,438,1042,349,1.6033,4,58500,INLAND
-121.42,38.65,21,2274,438,1157,445,2.098,4,49800,INLAND
-121.43,38.65,18,909,438,661,176,3.1696,4,77400,INLAND
-121.43,38.64,34,2010,438,1501,422,2.0417,4,65900,INLAND
-121.44,38.64,18,1756,438,837,320,1.125,4,70500,INLAND
-121.44,38.64,25,1678,438,971,307,1.0398,4,62100,INLAND
-121.44,38.65,28,1219,438,559,212,3.8295,4,122200,INLAND
-121.44,38.63,38,1673,438,1116,382,1.3302,4,62200,INLAND
-121.44,38.63,33,1077,438,753,236,1.3462,4,55900,INLAND
-121.44,38.63,38,1402,438,970,382,1.6343,4,71000,INLAND
-121.44,38.62,37,1607,438,972,354,1.9107,4,64700,INLAND
-121.44,38.62,37,3009,438,1513,588,1.4387,4,61000,INLAND
-121.45,38.65,5,2680,438,1885,498,2.6369,4,110000,INLAND
-121.46,38.65,8,3746,438,2161,744,3.2039,4,103400,INLAND
-121.46,38.65,14,3167,438,1787,533,3.8125,4,92600,INLAND
-121.45,38.64,23,1481,438,1079,315,1.867,4,60600,INLAND
-121.46,38.64,20,1517,438,1287,328,1.6607,4,67000,INLAND
-121.46,38.63,26,3185,438,2444,626,1.56,4,67600,INLAND
-121.45,38.63,28,1246,438,884,258,1.4397,4,51700,INLAND
-121.45,38.62,37,1534,438,1147,322,2.5643,4,59800,INLAND
-121.45,38.62,38,2419,438,1696,503,1.4861,4,63100,INLAND
-121.45,38.61,32,2436,438,1509,618,1.0424,4,81400,INLAND
-121.46,38.61,43,705,438,464,159,2.4205,4,60900,INLAND
-121.46,38.62,35,3326,438,2511,649,1.9871,4,60900,INLAND
-121.44,38.61,33,1591,438,1000,418,1.0467,4,70100,INLAND
-121.45,38.6,44,2324,438,823,375,4.6625,4,158900,INLAND
-121.45,38.61,46,1758,438,1094,484,1.0685,4,70000,INLAND
-121.46,38.61,43,1111,438,613,290,1.2917,4,66300,INLAND
-121.46,38.6,29,1978,438,823,490,1.9688,4,135600,INLAND
-121.45,38.61,34,438,438,263,100,0.9379,4,67500,INLAND
-121.47,38.63,29,2197,438,1374,483,2.1889,4,69300,INLAND
-121.47,38.61,31,1072,438,781,281,1.6563,4,65800,INLAND
-121.47,38.61,35,1372,438,850,328,1.6331,4,67500,INLAND
-121.52,38.65,17,1269,438,494,231,3.9615,4,331300,INLAND
-121.53,38.61,5,8149,438,2933,1616,3.6788,4,178800,INLAND
-121.49,38.63,6,12197,438,5634,2329,3.7449,4,129300,INLAND
-121.5,38.62,8,16679,438,7919,3329,3.7188,4,134500,INLAND
-121.5,38.61,5,1395,438,638,322,2.6745,4,225000,INLAND
-121.5,38.63,6,693,438,276,151,3.1944,4,117000,INLAND
-121.49,38.62,8,15309,438,7463,2885,3.9143,4,129700,INLAND
-121.49,38.61,6,4391,438,1982,914,3.4291,4,105300,INLAND
-121.48,38.62,23,7709,438,4147,1262,3.8272,4,96600,INLAND
-121.48,38.61,18,1511,438,1062,304,2.3438,4,89400,INLAND
-121.51,38.69,28,800,438,450,158,2.1029,4,108600,INLAND
-121.59,38.69,32,541,438,229,98,8.0379,4,383300,INLAND
-121.42,38.72,10,3054,438,1932,510,3.0903,4,91900,INLAND
-121.44,38.73,25,1287,438,727,236,4.7396,4,135500,INLAND
-121.47,38.72,26,1708,438,911,290,4.0227,4,99800,INLAND
-121.44,38.71,25,2336,438,1172,408,3.5129,4,101200,INLAND
-121.42,38.7,10,2562,438,1478,433,4.0625,4,96200,INLAND
-121.45,38.7,24,2159,438,1141,355,3.9853,4,90400,INLAND
-121.46,38.7,32,965,438,568,188,3.8611,4,93900,INLAND
-121.43,38.69,28,927,438,542,148,2.5,4,96200,INLAND
-121.44,38.68,19,2476,438,1355,463,2.0625,4,94400,INLAND
-121.42,38.68,32,2118,438,1019,338,3.725,4,112200,INLAND
-121.41,38.69,28,1601,438,848,305,3.6429,4,105200,INLAND
-121.44,38.69,24,3124,438,1512,555,3.1942,4,94900,INLAND
-121.45,38.69,32,2962,438,1542,521,2.2243,4,89200,INLAND
-121.46,38.68,35,1299,438,705,245,2.8333,4,103000,INLAND
-121.47,38.68,19,946,438,474,173,5.0155,4,97300,INLAND
-121.46,38.69,11,3335,438,1963,622,3.3125,4,96800,INLAND
-121.47,38.7,31,1007,438,563,185,3.625,4,91300,INLAND
-121.43,38.66,35,1814,438,1076,372,2.7179,4,81100,INLAND
-121.46,38.66,3,3438,438,1602,554,3.9914,4,120500,INLAND
-121.4,38.66,50,880,438,1148,148,2.5062,4,112500,INLAND
-121.37,38.69,29,2103,438,1124,387,3.0833,4,87000,INLAND
-121.37,38.68,34,1086,438,663,190,3.3074,4,84200,INLAND
-121.38,38.68,35,1643,438,831,305,4.0673,4,84200,INLAND
-121.37,38.68,36,1775,438,937,305,3.1786,4,83400,INLAND
-121.37,38.69,35,1851,438,1007,286,3.2361,4,84000,INLAND
-121.38,38.69,35,2943,438,1460,510,2.6713,4,84400,INLAND
-121.39,38.69,38,300,438,154,51,4.0909,4,108300,INLAND
-121.37,38.69,35,1093,438,590,190,2.7009,4,80200,INLAND
-121.37,38.68,29,3757,438,2022,611,3.5429,4,88200,INLAND
-121.37,38.68,35,1620,438,939,277,2.5542,4,72900,INLAND
-121.38,38.68,35,1565,438,861,277,2.4844,4,77000,INLAND
-121.38,38.68,40,67,438,50,32,1.7596,4,93800,INLAND
-121.37,38.67,36,1354,438,771,267,2.2723,4,78800,INLAND
-121.37,38.67,36,1786,438,974,319,2.555,4,72700,INLAND
-121.38,38.67,37,2176,438,1067,357,2.3958,4,78400,INLAND
-121.38,38.67,38,1001,438,597,226,2.2788,4,73400,INLAND
-121.39,38.67,35,562,438,240,106,0.9338,4,112500,INLAND
-121.37,38.7,18,3938,438,1861,606,3.6484,4,95000,INLAND
-121.38,38.7,25,3919,438,2203,783,2.2402,4,89500,INLAND
-121.39,38.69,30,2897,438,1508,478,3.865,4,88400,INLAND
-121.37,38.7,26,2230,438,1155,377,3.4911,4,88200,INLAND
-121.34,38.69,16,2686,438,1553,529,3.7857,4,112700,INLAND
-121.34,38.69,17,1968,438,996,331,3.7031,4,114300,INLAND
-121.35,38.68,20,7085,438,3455,1229,4.3118,4,120000,INLAND
-121.35,38.68,18,7923,438,3789,1473,3.5403,4,98600,INLAND
-121.35,38.72,2,21897,438,8652,2873,4.5432,4,151300,INLAND
-121.38,38.71,7,4842,438,2857,907,3.9318,4,133000,INLAND
-121.4,38.71,15,4680,438,2626,729,3.8355,4,107000,INLAND
-121.36,38.69,13,6850,438,4251,1421,3.6989,4,93300,INLAND
-121.35,38.7,5,14414,438,7608,2832,3.5802,4,129600,INLAND
-121.36,38.67,17,2770,438,1471,624,2.3683,4,82500,INLAND
-121.36,38.67,5,5819,438,3237,1356,2.2339,4,116600,INLAND
-121.37,38.66,9,3184,438,1929,769,2.3844,4,86000,INLAND
-121.36,38.66,22,2878,438,1362,541,2.7955,4,96500,INLAND
-121.37,38.66,17,4866,438,2371,1030,2.4574,4,103300,INLAND
-121.38,38.66,17,3778,438,2393,862,1.8972,4,100500,INLAND
-121.38,38.65,34,825,438,355,130,3.1858,4,109500,INLAND
-121.39,38.64,33,1503,438,652,229,3.6937,4,99300,INLAND
-121.34,38.68,28,3379,438,1543,556,4.2743,4,124000,INLAND
-121.34,38.67,34,1503,438,731,285,4.0352,4,118500,INLAND
-121.34,38.67,35,643,438,331,134,3.0417,4,120700,INLAND
-121.34,38.66,16,3154,438,1837,793,1.9805,4,92900,INLAND
-121.35,38.66,8,3322,438,1694,774,2.7011,4,130700,INLAND
-121.34,38.66,17,1149,438,583,243,2.8092,4,137500,INLAND
-121.34,38.66,18,4164,438,2032,898,2.119,4,133100,INLAND
-121.35,38.66,24,3313,438,1631,681,2.5556,4,105700,INLAND
-121.36,38.66,14,756,438,424,155,3.6953,4,116100,INLAND
-121.37,38.64,27,1672,438,757,282,3.6786,4,159700,INLAND
-121.35,38.65,20,2498,438,1185,506,3.2243,4,107900,INLAND
-121.33,38.66,15,4371,438,1842,818,2.7797,4,105500,INLAND
-121.33,38.65,23,2446,438,1132,513,2.6266,4,198500,INLAND
-121.34,38.65,27,1595,438,610,253,4.6,4,199000,INLAND
-121.33,38.65,24,3533,438,1496,723,2.8106,4,183200,INLAND
-121.34,38.64,12,2772,438,1335,565,3.8068,4,161000,INLAND
-121.33,38.64,27,2203,438,1158,492,2.4342,4,119500,INLAND
-121.34,38.64,17,2761,438,1128,482,3.7562,4,139700,INLAND
-121.34,38.63,13,3033,438,1363,519,4.0036,4,161700,INLAND
-121.33,38.63,23,1947,438,866,400,2.7181,4,156800,INLAND
-121.33,38.62,19,1853,438,772,397,2.2574,4,135800,INLAND
-121.34,38.62,20,4021,438,1658,730,2.4537,4,153000,INLAND
-121.34,38.61,22,1778,438,875,375,2.6023,4,142200,INLAND
-121.34,38.61,11,1716,438,722,415,2.0926,4,166100,INLAND
-121.33,38.61,21,2453,438,1326,505,2.7079,4,148000,INLAND
-121.34,38.61,20,5801,438,2586,1063,3.9063,4,162100,INLAND
-121.33,38.6,25,4260,438,1635,640,6.2817,4,288200,INLAND
-121.29,38.63,24,2868,438,1284,487,3.3182,4,213000,INLAND
-121.3,38.63,31,1817,438,992,339,3.0972,4,150000,INLAND
